S21_1,S21_2,S21_3,S21_4,D38_01_W9,D38_02_W9,D38_03_W9,D38_04_W9,gender,ANNO,AMP,zgp5,scolarita,D4_post,D38_post_01,D38_post_02,D38_post_03,D38_post_04,moon1,vacc1,stam1,chem1,moon2,vacc2,stam2,chem2,consp1,consp2,moon1_b,vacc1_b,stam1_b,chem1_b,moon2_b,vacc2_b,stam2_b,chem2_b,moon1_c,vacc1_c,stam1_c,chem1_c,moon2_c,vacc2_c,stam2_c,chem2_c,diff_moon,diff_vacc,diff_stam,diff_chem,anno2,age,titstu,sindes,stealth1,stealth2,stealth3,stealth4,stealth
8,9,7,7,5,12,6,9,2,1954,4,4,2,12,1,4,6,12,4,,5,8,0,3,5,,,,0,,0,1,0,0,0,,1,,1,2,0,1,1,,-4,,0,,1954,66,Bassa,,8,9,7,7,7.75
12,12,12,12,12,12,12,12,2,1964,3,4,4,13,1,1,7,1,,,,,0,0,6,0,,1.5,,,,,0,0,1,0,,,,,0,0,2,0,,,,,1964,56,Media,NC,,,,,
6,4,7,8,3,2,2,1,1,1974,1,1,8,8,2,2,3,1,2,1,1,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,-1,0,1,0,1974,46,Alta,Cdx,6,4,7,8,6.25
1,1,1,1,7,11,11,11,2,1958,4,1,4,11,1,11,1,11,6,10,10,10,0,10,0,10,9,5,1,1,1,1,0,1,0,1,2,2,2,2,0,2,0,2,-6,0,-10,0,1958,62,Media,Dx,1,1,1,1,1
4,2,9,5,1,1,2,1,2,1987,4,4,9,1,1,1,3,1,0,0,1,0,0,0,2,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1987,33,Alta,Sx,4,2,9,5,5
3,3,7,7,1,1,1,1,2,1943,4,1,4,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1943,77,Media,Cdx,3,3,7,7,5
8,8,11,11,1,1,1,1,,,,,,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,8,8,11,11,9.5
7,5,9,6,3,6,5,2,1,1948,2,2,5,13,1,1,1,1,2,5,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-2,-5,-4,-1,1948,72,Media,NC,7,5,9,6,6.75
6,8,8,8,2,1,1,1,1,1973,4,3,6,3,1,1,1,1,1,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,1973,47,Alta,Csx,6,8,8,8,7.5
1,5,1,6,1,1,8,1,,,,,,,,,,,0,0,7,0,,,,,1.75,,0,0,1,0,,,,,0,0,2,0,,,,,,,,,,,,,1,5,1,6,3.25
1,1,1,1,1,5,7,2,2,1963,6,3,6,12,1,5,12,1,0,4,6,1,0,4,,0,2.75,,0,0,1,0,0,0,,0,0,1,2,1,0,1,,0,0,0,,-1,1963,57,Alta,,1,1,1,1,1
7,7,8,8,8,11,9,11,2,1961,6,1,9,3,2,6,7,7,7,10,8,10,1,5,6,6,8.75,4.5,1,1,1,1,0,0,1,1,2,2,2,2,1,1,2,2,-6,-5,-2,-4,1961,59,Alta,Csx,7,7,8,8,7.5
6,8,6,11,6,3,6,3,,,,,,,,,,,5,2,5,2,,,,,3.5,,0,0,0,0,,,,,1,1,1,1,,,,,,,,,,,,,6,8,6,11,7.75
7,6,7,8,1,1,1,1,1,1978,2,2,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,42,Media,Csx,7,6,7,8,7
11,11,11,12,1,1,1,1,2,1953,4,1,4,2,1,1,6,1,0,0,0,0,0,0,5,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1953,67,Media,Sx,11,11,11,,
12,4,4,4,12,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,
5,6,9,6,8,8,6,10,,,,,,,,,,,7,7,5,9,,,,,7,,1,1,0,1,,,,,2,2,1,2,,,,,,,,,,,,,5,6,9,6,6.5
9,8,10,8,8,10,9,8,,,,,,,,,,,7,9,8,7,,,,,7.75,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,,,,,9,8,10,8,8.75
8,10,8,9,1,1,6,6,2,1962,6,2,9,4,1,2,5,2,0,0,5,5,0,1,4,1,2.5,1.5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,-1,-4,1962,58,Alta,Csx,8,10,8,9,8.75
1,1,9,1,10,7,7,5,,,,,,,,,,,9,6,6,4,,,,,6.25,,1,1,1,0,,,,,2,2,2,1,,,,,,,,,,,,,1,1,9,1,3
4,4,8,4,4,4,4,4,1,1988,2,1,5,,,,,,3,3,3,3,,,,,3,,0,0,0,0,,,,,1,1,1,1,,,,,,,,,1988,32,Media,,4,4,8,4,5
11,11,10,11,1,1,12,1,1,1943,2,4,5,6,1,1,12,12,0,0,,0,0,0,,,,,0,0,,0,0,0,,,0,0,,0,0,0,,,0,0,,,1943,77,Media,C,11,11,10,11,10.75
9,9,10,10,7,7,5,6,,,,,,,,,,,6,6,4,5,,,,,5.25,,1,1,0,0,,,,,2,2,1,1,,,,,,,,,,,,,9,9,10,10,9.5
3,5,9,8,1,1,1,1,1,1968,4,1,5,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,1968,52,Media,,3,5,9,8,6.25
6,7,7,8,1,1,1,1,2,1952,3,1,5,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952,68,Media,Csx,6,7,7,8,7
4,3,6,2,1,8,5,3,1,1978,6,1,9,,,,,,0,7,4,2,,,,,3.25,,0,1,0,0,,,,,0,2,1,1,,,,,,,,,1978,42,Alta,,4,3,6,2,3.75
5,8,4,9,1,5,5,3,,,,,,,,,,,0,4,4,2,,,,,2.5,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,5,8,4,9,6.5
12,12,12,12,6,6,6,6,1,1986,5,4,2,11,1,12,11,12,5,5,5,5,0,,10,,5,,0,0,0,0,0,,1,,1,1,1,1,0,,2,,-5,,5,,1986,34,Bassa,Dx,,,,,
4,1,8,1,1,8,6,1,1,1954,1,2,2,11,8,11,1,1,0,7,5,0,7,10,0,0,3,4.25,0,1,0,0,1,1,0,0,0,2,1,0,2,2,0,0,7,3,-5,0,1954,66,Bassa,Dx,4,1,8,1,3.5
5,4,4,6,1,2,5,1,,,,,,,,,,,0,1,4,0,,,,,1.25,,0,0,0,0,,,,,0,1,1,0,,,,,,,,,,,,,5,4,4,6,4.75
9,4,11,9,5,1,12,3,2,1987,6,5,8,,,,,,4,0,,2,,,,,,,0,0,,0,,,,,1,0,,1,,,,,,,,,1987,33,Alta,,9,4,11,9,8.25
3,1,3,1,4,1,5,6,1,1975,2,1,5,13,1,1,1,1,3,0,4,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,-3,0,-4,-5,1975,45,Media,NC,3,1,3,1,2
8,7,7,10,5,6,6,6,,,,,,,,,,,4,5,5,5,,,,,4.75,,0,0,0,0,,,,,1,1,1,1,,,,,,,,,,,,,8,7,7,10,8
7,9,8,8,9,9,6,11,2,1968,5,2,10,10,1,1,1,1,8,8,5,10,0,0,0,0,7.75,0,1,1,0,1,0,0,0,0,2,2,1,2,0,0,0,0,-8,-8,-5,-10,1968,52,Alta,Dx,7,9,8,8,8
6,1,3,3,11,11,11,5,1,1973,4,1,5,11,9,9,10,1,10,10,10,4,8,8,9,0,8.5,6.25,1,1,1,0,1,1,1,0,2,2,2,1,2,2,2,0,-2,-2,-1,-4,1973,47,Media,Dx,6,1,3,3,3.25
6,6,9,9,2,2,2,2,2,1958,4,4,5,4,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-1,-1,-1,-1,1958,62,Media,Csx,6,6,9,9,7.5
9,8,11,3,1,10,8,1,,,,,,,,,,,0,9,7,0,,,,,4,,0,1,1,0,,,,,0,2,2,0,,,,,,,,,,,,,9,8,11,3,7.75
8,9,3,11,5,5,5,8,2,1948,1,3,2,13,1,12,12,12,4,4,4,7,0,,,,4.75,,0,0,0,1,0,,,,1,1,1,2,0,,,,-4,,,,1948,72,Bassa,NC,8,9,3,11,7.75
4,7,5,7,7,7,6,6,2,1976,3,4,5,9,3,7,4,5,6,6,5,5,2,6,3,4,5.5,3.75,1,1,0,0,0,1,0,0,2,2,1,1,1,2,1,1,-4,0,-2,-1,1976,44,Media,Cdx,4,7,5,7,5.75
3,1,5,1,1,5,5,1,,,,,,,,,,,0,4,4,0,,,,,2,,0,0,0,0,,,,,0,1,1,0,,,,,,,,,,,,,3,1,5,1,2.5
6,6,6,5,4,5,4,4,1,1977,2,4,5,8,5,7,6,7,3,4,3,3,4,6,5,6,3.25,5.25,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,2,1,2,2,3,1977,43,Media,Cdx,6,6,6,5,5.75
2,5,10,3,7,7,7,7,2,1975,1,1,2,,,,,,6,6,6,6,,,,,6,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,1975,45,Bassa,,2,5,10,3,5
9,1,11,4,1,1,11,1,1,1940,4,3,5,8,1,1,6,1,0,0,10,0,0,0,5,0,2.5,1.25,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,-5,0,1940,80,Media,Cdx,9,1,11,4,6.25
6,5,6,4,11,11,10,11,2,1938,5,2,11,9,1,1,1,1,10,10,9,10,0,0,0,0,9.75,0,1,1,1,1,0,0,0,0,2,2,2,2,0,0,0,0,-10,-10,-9,-10,1938,82,Alta,Cdx,6,5,6,4,5.25
9,8,8,11,1,1,1,1,1,1942,4,3,2,3,1,3,12,1,0,0,0,0,0,2,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1,,0,0,2,,0,1942,78,Bassa,Csx,9,8,8,11,9
2,3,8,4,6,4,9,1,1,1988,3,4,8,4,1,1,6,1,5,3,8,0,0,0,5,0,4,1.25,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,-5,-3,-3,0,1988,32,Alta,Csx,2,3,8,4,4.25
1,11,11,11,1,1,2,9,1,1943,6,4,2,5,1,1,11,7,0,0,1,8,0,0,10,6,2.25,4,0,0,0,1,0,0,1,1,0,0,1,2,0,0,2,2,0,0,9,-2,1943,77,Bassa,Csx,1,11,11,11,8.5
4,6,6,4,3,4,4,1,,,,,,,,,,,2,3,3,0,,,,,2,,0,0,0,0,,,,,1,1,1,0,,,,,,,,,,,,,4,6,6,4,5
8,6,3,11,1,1,5,2,,,,,,,,,,,0,0,4,1,,,,,1.25,,0,0,0,0,,,,,0,0,1,1,,,,,,,,,,,,,8,6,3,11,7
12,12,12,12,12,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,9,2,1,8,6,2,1954,3,4,5,1,1,1,1,1,1,0,7,5,0,0,0,0,3.25,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,-1,0,-7,-5,1954,66,Media,Sx,10,10,10,9,9.75
6,8,7,9,1,5,5,3,,,,,,,,,,,0,4,4,2,,,,,2.5,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,6,8,7,9,7.5
8,8,7,10,1,3,8,1,2,1959,4,1,5,1,1,1,1,1,0,2,7,0,0,0,0,0,2.25,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,-2,-7,0,1959,61,Media,Sx,8,8,7,10,8.25
1,1,1,1,2,10,10,2,1,1978,4,3,5,13,1,6,6,1,1,9,9,1,0,5,5,0,5,2.5,0,1,1,0,0,0,0,0,1,2,2,1,0,1,1,0,-1,-4,-4,-1,1978,42,Media,NC,1,1,1,1,1
9,4,6,6,1,5,11,6,,,,,,,,,,,0,4,10,5,,,,,4.75,,0,0,1,0,,,,,0,1,2,1,,,,,,,,,,,,,9,4,6,6,6.25
8,4,9,8,1,1,1,1,,,,,,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,8,4,9,8,7.25
6,8,7,6,6,3,6,6,1,1967,1,4,9,5,12,12,12,12,5,2,5,5,,,,,4.25,,0,0,0,0,,,,,1,1,1,1,,,,,,,,,1967,53,Alta,Csx,6,8,7,6,6.75
12,3,10,12,12,12,12,12,1,1973,4,1,4,8,12,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973,47,Media,Cdx,,3,10,,
11,4,2,1,9,2,10,4,2,1976,3,4,5,11,2,4,9,9,8,1,9,3,1,3,8,8,5.25,5,1,0,1,0,0,0,1,1,2,1,2,1,1,1,2,2,-7,2,-1,5,1976,44,Media,Dx,11,4,2,1,4.5
6,5,7,6,7,5,10,7,,,,,,,,,,,6,4,9,6,,,,,6.25,,1,0,1,1,,,,,2,1,2,2,,,,,,,,,,,,,6,5,7,6,6
9,9,2,8,9,10,10,9,1,1945,4,4,5,,,,,,8,9,9,8,,,,,8.5,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,1945,75,Media,,9,9,2,8,7
2,1,6,6,1,6,9,1,2,1982,6,4,5,10,1,12,11,12,0,5,8,0,0,,10,,3.25,,0,0,1,0,0,,1,,0,1,2,0,0,,2,,0,,2,,1982,38,Media,Dx,2,1,6,6,3.75
2,2,3,4,4,4,9,5,,,,,,,,,,,3,3,8,4,,,,,4.5,,0,0,1,0,,,,,1,1,2,1,,,,,,,,,,,,,2,2,3,4,2.75
7,8,6,7,6,5,6,7,2,1980,5,2,9,8,6,6,6,3,5,4,5,6,5,5,5,2,5,4.25,0,0,0,1,0,0,0,0,1,1,1,2,1,1,1,1,0,1,0,-4,1980,40,Alta,Cdx,7,8,6,7,7
1,1,8,1,1,3,8,1,2,1983,2,4,8,7,7,10,4,9,0,2,7,0,6,9,3,8,2.25,6.5,0,0,1,0,1,1,0,1,0,1,2,0,2,2,1,2,6,7,-4,8,1983,37,Alta,Cdx,1,1,8,1,2.75
3,6,6,9,1,1,1,1,1,1983,5,3,5,13,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,37,Media,NC,3,6,6,9,6
11,6,12,11,6,6,6,6,2,1971,2,4,5,8,1,12,12,3,5,5,5,5,0,,,2,5,,0,0,0,0,0,,,0,1,1,1,1,0,,,1,-5,,,-3,1971,49,Media,Cdx,11,6,,11,
4,5,6,4,4,5,8,1,,,,,,,,,,,3,4,7,0,,,,,3.5,,0,0,1,0,,,,,1,1,2,0,,,,,,,,,,,,,4,5,6,4,4.75
6,4,4,10,9,9,9,9,1,1952,2,3,10,,,,,,8,8,8,8,,,,,8,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,1952,68,Alta,,6,4,4,10,6
7,6,7,7,12,9,9,11,1,1949,1,1,6,7,1,4,8,1,,8,8,10,0,3,7,0,,2.5,,1,1,1,0,0,1,0,,2,2,2,0,1,2,0,,-5,-1,-10,1949,71,Alta,Cdx,7,6,7,7,6.75
5,4,10,5,1,1,1,1,,,,,,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,5,4,10,5,6
12,12,12,12,12,12,12,12,2,1982,5,2,8,6,1,5,5,5,,,,,0,4,4,4,,3,,,,,0,0,0,0,,,,,0,1,1,1,,,,,1982,38,Alta,C,,,,,
4,4,6,3,2,2,1,1,,,,,,,,,,,1,1,0,0,,,,,0.5,,0,0,0,0,,,,,1,1,0,0,,,,,,,,,,,,,4,4,6,3,4.25
6,6,6,6,7,7,7,7,1,1968,5,2,9,5,7,8,5,3,6,6,6,6,6,7,4,2,6,4.75,1,1,1,1,1,1,0,0,2,2,2,2,2,2,1,1,0,1,-2,-4,1968,52,Alta,Csx,6,6,6,6,6
8,9,2,9,6,1,1,1,,,,,,,,,,,5,0,0,0,,,,,1.25,,0,0,0,0,,,,,1,0,0,0,,,,,,,,,,,,,8,9,2,9,7
9,4,5,3,9,8,6,5,2,1976,6,4,9,7,8,7,4,4,8,7,5,4,7,6,3,3,6,4.75,1,1,0,0,1,1,0,0,2,2,1,1,2,2,1,1,-1,-1,-2,-1,1976,44,Alta,Cdx,9,4,5,3,5.25
5,4,9,8,1,2,5,1,1,1981,2,2,5,7,1,1,1,1,0,1,4,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-4,0,1981,39,Media,Cdx,5,4,9,8,6.5
7,9,8,8,1,1,7,4,1,1951,4,2,4,8,1,4,4,3,0,0,6,3,0,3,3,2,2.25,2,0,0,1,0,0,0,0,0,0,0,2,1,0,1,1,1,0,3,-3,-1,1951,69,Media,Cdx,7,9,8,8,8
7,8,11,8,2,1,1,1,1,1979,4,3,9,7,1,1,1,1,1,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,1979,41,Alta,Cdx,7,8,11,8,8.5
4,3,3,3,2,2,11,2,1,1986,4,1,5,13,1,1,12,1,1,1,10,1,0,0,,0,3.25,,0,0,1,0,0,0,,0,1,1,2,1,0,0,,0,-1,-1,,-1,1986,34,Media,NC,4,3,3,3,3.25
8,7,9,5,3,3,12,1,,,,,,,,,,,2,2,,0,,,,,,,0,0,,0,,,,,1,1,,0,,,,,,,,,,,,,8,7,9,5,7.25
1,1,9,1,1,1,1,1,1,1978,3,1,10,9,1,3,1,1,0,0,0,0,0,2,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1978,42,Alta,Cdx,1,1,9,1,3
6,5,6,6,7,7,6,8,,,,,,,,,,,6,6,5,7,,,,,6,,1,1,0,1,,,,,2,2,1,2,,,,,,,,,,,,,6,5,6,6,5.75
8,7,7,7,7,8,6,7,2,1966,6,1,5,1,8,5,6,8,6,7,5,6,7,4,5,7,6,5.75,1,1,0,1,1,0,0,1,2,2,1,2,2,1,1,2,1,-3,0,1,1966,54,Media,Sx,8,7,7,7,7.25
4,7,10,5,8,9,7,9,2,1985,1,5,10,5,9,8,6,5,7,8,6,8,8,7,5,4,7.25,6,1,1,1,1,1,1,0,0,2,2,2,2,2,2,1,1,1,-1,-1,-4,1985,35,Alta,Csx,4,7,10,5,6.5
2,2,8,1,1,2,4,2,,,,,,,,,,,0,1,3,1,,,,,1.25,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,2,2,8,1,3.25
9,6,9,7,1,6,1,1,1,1964,5,4,6,8,1,8,4,1,0,5,0,0,0,7,3,0,1.25,2.5,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,2,3,0,1964,56,Alta,Cdx,9,6,9,7,7.75
6,1,11,6,1,1,1,1,,,,,,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,6,1,11,6,6
2,3,8,8,3,1,1,9,,,,,,,,,,,2,0,0,8,,,,,2.5,,0,0,0,1,,,,,1,0,0,2,,,,,,,,,,,,,2,3,8,8,5.25
1,12,12,1,9,11,11,7,2,1956,6,1,2,13,4,9,11,1,8,10,10,6,3,8,10,0,8.5,5.25,1,1,1,1,0,1,1,0,2,2,2,2,1,2,2,0,-5,-2,0,-6,1956,64,Bassa,NC,1,,,1,
6,6,8,6,1,8,9,1,1,1983,6,3,5,13,6,8,8,7,0,7,8,0,5,7,7,6,3.75,6.25,0,1,1,0,0,1,1,1,0,2,2,0,1,2,2,2,5,0,-1,6,1983,37,Media,NC,6,6,8,6,6.5
8,8,9,8,3,3,3,3,,,,,,,,,,,2,2,2,2,,,,,2,,0,0,0,0,,,,,1,1,1,1,,,,,,,,,,,,,8,8,9,8,8.25
1,1,6,1,12,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,1,2.25
1,6,1,4,12,12,12,12,2,1963,1,1,4,8,1,6,7,1,,,,,0,5,6,0,,2.75,,,,,0,0,1,0,,,,,0,1,2,0,,,,,1963,57,Media,Cdx,1,6,1,4,3
12,12,9,12,1,1,1,1,2,1959,6,1,9,3,12,1,1,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1959,61,Alta,Csx,,,9,,
8,7,9,6,1,2,2,1,2,1954,5,2,5,8,1,1,6,1,0,1,1,0,0,0,5,0,0.5,1.25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,4,0,1954,66,Media,Cdx,8,7,9,6,7.5
1,1,1,1,6,6,6,1,2,1966,1,4,2,6,1,1,1,1,5,5,5,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-5,-5,-5,0,1966,54,Bassa,C,1,1,1,1,1
6,8,8,6,9,8,7,7,,,,,,,,,,,8,7,6,6,,,,,6.75,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,,,,,6,8,8,6,7
8,6,10,9,4,5,6,4,1,1970,3,1,9,13,1,2,4,1,3,4,5,3,0,1,3,0,3.75,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,-3,-3,-2,-3,1970,50,Alta,NC,8,6,10,9,8.25
4,4,3,4,1,1,1,1,,,,,,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,4,4,3,4,3.75
5,1,3,4,10,10,10,11,1,1958,1,3,5,1,12,12,12,12,9,9,9,10,,,,,9.25,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,1958,62,Media,Sx,5,1,3,4,3.25
11,11,7,11,1,1,1,1,,,,,,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,11,11,7,11,10
12,12,12,12,1,1,1,1,2,1988,3,1,5,12,12,12,12,12,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,1988,32,Media,,,,,,
8,8,7,10,1,1,2,1,1,1933,6,3,10,,,,,,0,0,1,0,,,,,0.25,,0,0,0,0,,,,,0,0,1,0,,,,,,,,,1933,87,Alta,,8,8,7,10,8.25
2,1,3,9,1,3,2,1,1,1950,1,3,4,13,1,3,6,12,0,2,1,0,0,2,5,,0.75,,0,0,0,0,0,0,0,,0,1,1,0,0,1,1,,0,0,4,,1950,70,Media,NC,2,1,3,9,3.75
11,8,6,11,6,2,11,1,2,1986,6,1,6,4,4,1,12,1,5,1,10,0,3,0,,0,4,,0,0,1,0,0,0,,0,1,1,2,0,1,0,,0,-2,-1,,0,1986,34,Alta,Csx,11,8,6,11,9
11,6,7,11,1,12,7,9,2,1959,3,2,2,13,1,4,12,3,0,,6,8,0,3,,2,,,0,,1,1,0,0,,0,0,,2,2,0,1,,1,0,,,-6,1959,61,Bassa,NC,11,6,7,11,8.75
3,1,5,4,1,1,1,1,1,1953,1,1,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1953,67,Media,Csx,3,1,5,4,3.25
8,8,5,7,6,6,6,6,,,,,,,,,,,5,5,5,5,,,,,5,,0,0,0,0,,,,,1,1,1,1,,,,,,,,,,,,,8,8,5,7,7
8,9,1,8,1,9,3,9,2,1947,6,3,2,8,3,5,4,3,0,8,2,8,2,4,3,2,4.5,2.75,0,1,0,1,0,0,0,0,0,2,1,2,1,1,1,1,2,-4,1,-6,1947,73,Bassa,Cdx,8,9,1,8,6.5
6,8,11,8,3,2,12,1,,,,,,,,,,,2,1,,0,,,,,,,0,0,,0,,,,,1,1,,0,,,,,,,,,,,,,6,8,11,8,8.25
7,6,6,6,7,6,7,7,,,,,,,,,,,6,5,6,6,,,,,5.75,,1,0,1,1,,,,,2,1,2,2,,,,,,,,,,,,,7,6,6,6,6.25
1,1,1,1,11,11,11,11,1,1975,5,4,2,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,1975,45,Bassa,Dx,1,1,1,1,1
6,8,8,7,7,8,7,8,2,1943,6,4,1,8,9,8,9,8,6,7,6,7,8,7,8,7,6.5,7.5,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,0,2,0,1943,77,Bassa,Cdx,6,8,8,7,7.25
4,4,7,4,3,3,7,1,1,1969,2,4,9,8,1,2,5,1,2,2,6,0,0,1,4,0,2.5,1.25,0,0,1,0,0,0,0,0,1,1,2,0,0,1,1,0,-2,-1,-2,0,1969,51,Alta,Cdx,4,4,7,4,4.75
1,1,8,1,7,5,10,5,2,1945,1,1,4,,,,,,6,4,9,4,,,,,5.75,,1,0,1,0,,,,,2,1,2,1,,,,,,,,,1945,75,Media,,1,1,8,1,2.75
9,12,10,11,7,9,8,10,,,,,,,,,,,6,8,7,9,,,,,7.5,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,,,,,9,,10,11,
8,1,10,4,8,6,11,11,2,1960,3,2,2,10,8,6,7,11,7,5,10,10,7,5,6,10,8,7,1,0,1,1,1,0,1,1,2,1,2,2,2,1,2,2,0,0,-4,0,1960,60,Bassa,Dx,8,1,10,4,5.75
1,2,11,1,9,12,6,1,2,1987,2,2,5,13,2,4,7,1,8,,5,0,1,3,6,0,,2.5,1,,0,0,0,0,1,0,2,,1,0,1,1,2,0,-7,,1,0,1987,33,Media,NC,1,2,11,1,3.75
11,10,10,11,1,12,12,4,1,1943,6,5,5,6,1,8,12,12,0,,,3,0,7,,,,,0,,,0,0,1,,,0,,,1,0,2,,,0,,,,1943,77,Media,C,11,10,10,11,10.5
8,6,4,7,6,10,8,7,,,,,,,,,,,5,9,7,6,,,,,6.75,,0,1,1,1,,,,,1,2,2,2,,,,,,,,,,,,,8,6,4,7,6.25
3,3,9,7,1,3,2,1,1,1952,6,2,5,12,1,6,1,1,0,2,1,0,0,5,0,0,0.75,1.25,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,-1,0,1952,68,Media,,3,3,9,7,5.5
12,6,7,1,11,11,11,11,,,,,,,,,,,10,10,10,10,,,,,10,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,,,,,,6,7,1,
11,5,10,10,1,1,1,1,,,,,,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,11,5,10,10,9
8,8,9,9,5,5,5,5,2,1942,3,4,2,12,4,6,4,6,4,4,4,4,3,5,3,5,4,4,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,1,-1,1,1942,78,Bassa,,8,8,9,9,8.5
7,7,9,7,1,2,2,1,1,1950,5,4,5,,,,,,0,1,1,0,,,,,0.5,,0,0,0,0,,,,,0,1,1,0,,,,,,,,,1950,70,Media,,7,7,9,7,7.5
8,8,9,9,1,1,12,1,1,1948,6,1,5,6,1,3,3,1,0,0,,0,0,2,2,0,,1,0,0,,0,0,0,0,0,0,0,,0,0,1,1,0,0,2,,0,1948,72,Media,C,8,8,9,9,8.5
9,10,12,11,7,10,9,6,,,,,,,,,,,6,9,8,5,,,,,7,,1,1,1,0,,,,,2,2,2,1,,,,,,,,,,,,,9,10,,11,
8,4,10,8,4,4,4,4,1,1963,6,4,5,10,1,3,1,1,3,3,3,3,0,2,0,0,3,0.5,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,-3,-1,-3,-3,1963,57,Media,Dx,8,4,10,8,7.5
